StoryID,StoryText,Primary_Type,Ground_Truth_HasAmbiguity,Ground_Truth_Types,LLM_HasAmbiguity,LLM_Types,LLM_Explanation,Model
US-C1-2054,"As a loan officer, I need to manage account so that I can track spending",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague and lacks specific actions; 'account' is ambiguous in scope (e.g., which accounts, what management entails).",deepseek-chat
US-C1-1476,"As a bank customer, I want to access system in order to improve security",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'improve security' is vague and lacks specific actions or measures. The scope is unclear as it does not specify what security aspects to improve or how access relates to security enhancement.,deepseek-chat
US-C2-3310,"As a caregiver, I need to manage health data so that I can enhance safety",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'manage' is vague, the scope of 'health data' is undefined, and 'caregiver' lacks role specification.",deepseek-chat
US-C3-5486,"As a vendor, I need to update inventory so that I can track delivery",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'update' is vague (how, when, what triggers it?), and the scope of 'inventory' and 'track delivery' is unclear (what data, which deliveries, to what extent?).",deepseek-chat
US-C2-3874,"As a medical staff, I want to access records so that I can improve patient care",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","'Access records' is vague (what records, how?), 'medical staff' is too generic (which roles?), and 'improve patient care' lacks clear scope or success criteria.",deepseek-chat
US-C5-10028,"As a investor, I need to update information so I can meet financial goals",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","Ambiguities detected: 'update information' is vague (SemanticAmbiguity), scope of information and update process is unclear (ScopeAmbiguity), and 'investor' role lacks specificity (ActorAmbiguity).",deepseek-chat
US-C2-2744,"As a patient, I need to manage health data so I can save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague, and the scope of 'health data' is undefined.",deepseek-chat
US-C1-598,"As a financial advisor, I need to handle finances so I can save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'finances' is too broad with no clear scope or completion criteria.,deepseek-chat
US-C4-7611,"As a subscriber, I need to manage service so that I can avoid overage charges",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; 'service' is undefined and scope is unclear.,deepseek-chat
US-C2-3926,"As a medical staff, I would like to update system to ensure compliance",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'update' is vague (SemanticAmbiguity), the scope of 'system' and 'compliance' is unclear (ScopeAmbiguity), and 'medical staff' is a generic role (ActorAmbiguity).",deepseek-chat
US-C2-3887,"As a caregiver, I need to access records so that I can save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'access' is vague (does not specify read, edit, search, etc.), and 'records' lacks scope (type, source, or access level).",deepseek-chat
US-C3-6400,"As a customer, I want to handle orders so I can find desired items",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific meaning; the scope of 'orders' and 'find desired items' is unclear regarding what actions or features are included.,deepseek-chat
US-C1-1216,"As a investor, I want to process application in order to save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'process' is vague and lacks specific actions; 'investor' role is generic and may need clarification on permissions or context.,deepseek-chat
US-C5-9812,"As a customer, I would like to handle finances to track spending",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and undefined; 'finances' lacks clear scope or boundaries for what is included.,deepseek-chat
US-C6-10807,"As a nurse, I would like to access records to improve patient care",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'access' is vague (how, what level of access?), and 'records' lacks scope (which records, what systems?).",deepseek-chat
US-C6-10992,"As a medical staff, I would like to update system to save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","Ambiguous verb 'update' (what specifically?), unclear scope of 'system' (which parts?), and generic role 'medical staff' (which type?)",deepseek-chat
US-C5-10339,"As a customer, I need to update information so that I can comply with regulations",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'update' is vague (what information?), and the scope of 'information' and 'regulations' is undefined.",deepseek-chat
US-C4-8204,"As a user, I want to process requests in order to avoid overage charges",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and lacks specific actions or methods. The scope is unclear regarding what constitutes 'requests' and what 'avoid overage charges' entails in terms of conditions or success criteria.,deepseek-chat
US-C4-7911,"As a customer, I want to update configuration so that I have better avoid overage charges with detailed specifications and comprehensive requirements",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'update configuration' is vague without specifying what configuration or how. 'Better avoid overage charges' lacks measurable criteria, and 'detailed specifications and comprehensive requirements' is overly broad without clear boundaries.",deepseek-chat
US-C5-10017,"As a bank customer, I would like to manage account to save time with detailed specifications and comprehensive requirements",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; the scope of 'detailed specifications and comprehensive requirements' is unclear and overly broad.,deepseek-chat
US-C6-11222,"As a healthcare provider, I would like to access records to reduce errors",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'access' is vague (does not specify what actions are allowed), and 'records' lacks scope (which records, what systems, what data). The goal 'reduce errors' is also unclear in scope and measurement.",deepseek-chat
US-C4-8459,"As a technician, I want to handle network issues in order to maintain connectivity with detailed specifications and comprehensive requirements",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'network issues' and 'detailed specifications and comprehensive requirements' are overly broad and lack clear boundaries.,deepseek-chat
US-C2-4046,"As a medical staff, I want to process medical information so that I can enhance safety",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'process' is vague, the scope of 'medical information' is undefined, and 'medical staff' is a broad role without specific definition.",deepseek-chat
US-C2-2369,"As a nurse, I want to handle patient care in order to enhance safety",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'handle' is vague and lacks specific actions; the scope of 'patient care' is undefined, with no clear boundaries or completion criteria.",deepseek-chat
US-C6-10854,"As a doctor, I need to handle patient care so that I can improve patient care",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; the goal 'improve patient care' is too broad with no clear scope or measurable outcome.,deepseek-chat
US-C8-12659,"As a quality inspector, I want to manage operations in order to improve efficiency",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; 'operations' is too broad with no clear scope or boundaries.,deepseek-chat
US-C5-9001,"As a financial advisor, I want to manage account in order to save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague and lacks specific actions; 'account' is ambiguous in scope (type, number, or operations unclear).",deepseek-chat
US-C2-3239,"As a caregiver, I want to manage health data so that I can enhance safety",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; 'health data' is undefined in scope and type; 'enhance safety' is unclear in terms of what safety means and how it is measured.,deepseek-chat
US-C6-11185,"As a nurse, I want to update system so I can improve patient care",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'update' is vague (SemanticAmbiguity), and the scope of 'system' and 'improve patient care' is unclear (ScopeAmbiguity).",deepseek-chat
US-C4-8522,"As a service representative, I want to process requests so I can reduce costs",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague and lacks specific actions or steps. The goal 'reduce costs' is unclear in scope, with no measurable criteria or boundaries defined.",deepseek-chat
US-C4-7287,"As a technician, I need to access tools so that I can avoid overage charges",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The term 'tools' is vague and undefined, and the scope of what constitutes 'access' and which tools are needed is unclear.",deepseek-chat
US-C4-7586,"As a customer, I need to manage service so that I can maintain connectivity",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; 'service' and 'maintain connectivity' are too broad without clear scope or success criteria.,deepseek-chat
US-C2-3858,"As a nurse, I need to update system so I can save time",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'update' is vague and lacks specific actions; the scope of what needs updating and what constitutes 'saving time' is unclear.,deepseek-chat
US-C7-12282,"As a vendor, I need to process payments so that I can make informed decisions with detailed specifications and comprehensive requirements",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague and lacks specific actions or methods. The acceptance criteria are unclear, as 'informed decisions with detailed specifications and comprehensive requirements' does not define what constitutes successful payment processing.",deepseek-chat
US-C1-1177,"As a loan officer, I would like to process application to meet financial goals",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and lacks specific actions; 'meet financial goals' is unclear in scope and lacks measurable criteria.,deepseek-chat
US-C2-3143,"As a healthcare provider, I want to handle patient care so that I can reduce errors with detailed specifications and comprehensive requirements",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; the scope of 'patient care' is overly broad without clear boundaries or completion criteria.,deepseek-chat
US-C2-2370,"As a medical staff, I want to access records so that I can reduce errors with detailed specifications and comprehensive requirements",SemanticAmbiguity,True,['SemanticAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']",The term 'medical staff' is too generic; 'access records' lacks detail on scope or constraints; 'reduce errors with detailed specifications and comprehensive requirements' is vague and unclear in meaning.,deepseek-chat
US-C4-7867,"As a subscriber, I want to process requests so that I have better avoid overage charges",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and lacks specific actions; 'better avoid overage charges' is unclear in scope and success criteria.,deepseek-chat
US-C2-3127,"As a medical staff, I need to update system so that I can improve patient care",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'update' is vague (SemanticAmbiguity), the scope of 'system' and 'improve patient care' is undefined (ScopeAmbiguity), and 'medical staff' is too generic (ActorAmbiguity).",deepseek-chat
US-C4-8413,"As a network admin, I want to handle network issues so I can resolve issues",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'network issues' is too broad without clear scope or resolution criteria.,deepseek-chat
US-C2-3889,"As a caregiver, I want to process medical information in order to improve patient care",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and undefined; the scope of 'medical information' and what constitutes 'improve patient care' is unclear.,deepseek-chat
US-C2-3213,"As a nurse, I want to update system in order to ensure compliance with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'update system' is vague and lacks specific actions. The scope is unclear as 'detailed specifications and comprehensive requirements' are not defined, making completeness criteria ambiguous.",deepseek-chat
US-C2-2802,"As a caregiver, I want to access records so that I can reduce errors with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'access' is vague and does not specify what actions are allowed. The scope of 'records' and what constitutes 'detailed specifications and comprehensive requirements' is unclear.,deepseek-chat
US-C2-3216,"As a medical staff, I want to manage health data in order to reduce errors",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","'Manage' is vague (SemanticAmbiguity), 'medical staff' is too generic (ActorAmbiguity), and scope of 'health data' and 'reduce errors' is unclear (ScopeAmbiguity).",deepseek-chat
US-C6-10656,"As a medical staff, I want to process medical information so that I can reduce errors",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague, 'medical staff' is too generic, and the scope of 'medical information' and 'reduce errors' is unclear.",deepseek-chat
US-C6-10769,"As a patient, I want to handle patient care so that I can ensure compliance",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'handle' is vague, the scope of 'patient care' is undefined, and the patient role lacks clarity in this context.",deepseek-chat
US-C2-3489,"As a caregiver, I would like to manage health data to enhance safety",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague, and 'health data' lacks clear scope or boundaries.",deepseek-chat
US-C5-9775,"As a account holder, I need to manage account so that I can save time with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague, 'account holder' is generic without role specification, and 'account' scope is undefined (e.g., profile, settings, transactions).",deepseek-chat
US-C2-2533,"As a caregiver, I want to update system so that I can save time",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'update system' is vague (SemanticAmbiguity), the scope of the update is undefined (ScopeAmbiguity), and 'caregiver' is a generic role without clear context (ActorAmbiguity).",deepseek-chat
US-C1-1784,"As a loan officer, I need to manage account so that I can comply with regulations",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague and lacks specific actions; 'account' is unclear in scope (e.g., which accounts, what management entails).",deepseek-chat
US-C2-2748,"As a patient, I would like to handle patient care to enhance safety",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'patient care' is too broad with no clear scope or completion criteria.,deepseek-chat
US-C2-3134,"As a nurse, I would like to process medical information to save time",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague and lacks specific actions; the scope of 'medical information' is undefined, with no clear boundaries or completion criteria.",deepseek-chat
US-C6-11255,"As a doctor, I would like to manage health data to improve patient care",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; the scope of 'health data' and 'improve patient care' is undefined.,deepseek-chat
US-C2-2725,"As a nurse, I would like to update system to ensure compliance",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'update' is vague (what specific update is needed?), and the scope of 'ensure compliance' is unclear (what compliance, to what standard, and how is it measured?).",deepseek-chat
US-C4-7665,"As a customer, I want to handle network issues in order to optimize performance",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'handle' is vague and does not specify what actions are expected. The scope of 'network issues' and 'optimize performance' is unclear, lacking measurable criteria.",deepseek-chat
US-C2-3711,"As a nurse, I want to process medical information in order to ensure compliance",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and undefined; 'medical information' lacks clear scope or boundaries.,deepseek-chat
US-C4-7097,"As a customer, I want to process requests so that I can avoid overage charges",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague and lacks specific actions or methods. The scope is unclear regarding what types of requests, how many, or what constitutes successful processing to avoid charges.",deepseek-chat
US-C1-877,"As a financial advisor, I want to manage account so that I can comply with regulations with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; 'comply with regulations with detailed specifications and comprehensive requirements' is overly broad and lacks clear scope or acceptance criteria.,deepseek-chat
US-C4-7347,"As a technician, I want to handle network issues so that I can avoid overage charges",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'network issues' is too broad without defined scope or boundaries.,deepseek-chat
US-C2-3910,"As a doctor, I want to handle patient care in order to save time",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'patient care' is too broad with no clear scope or boundaries.,deepseek-chat
US-C1-634,"As a financial advisor, I would like to access system to meet financial goals",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'meet financial goals' is vague and lacks specific actions or outcomes. The scope of 'access system' is unclear regarding what features or data are included.,deepseek-chat
US-C4-8211,"As a service representative, I want to update configuration in order to reduce costs",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'update configuration' is vague and lacks specific details on what configuration or how it should be updated. The scope is unclear as there are no boundaries or criteria for what constitutes a successful update.,deepseek-chat
US-C6-11274,"As a doctor, I would like to access records to enhance safety with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","Vague verbs like 'access' and 'enhance safety' lack clarity; 'detailed specifications' and 'comprehensive requirements' are undefined, leaving scope unclear.",deepseek-chat
US-C5-10077,"As a loan officer, I need to handle finances so that I can improve security",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'finances' is too broad without clear scope or boundaries.,deepseek-chat
US-C1-1178,"As a investor, I would like to update information to save time",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']",Ambiguous verb 'update information' lacks specificity; scope of 'information' is undefined; 'investor' role is generic without context.,deepseek-chat
US-C2-2481,"As a doctor, I want to manage health data so that I have better save time",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and lacks specific actions; 'health data' is too broad without defined scope; the benefit 'better save time' is unclear and grammatically awkward.,deepseek-chat
US-C2-3165,"As a medical staff, I want to process medical information so I can improve patient care",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","'Process' is vague (SemanticAmbiguity), 'medical staff' is too generic (ActorAmbiguity), and scope of 'medical information' and 'improve patient care' is unclear (ScopeAmbiguity).",deepseek-chat
US-C2-3968,"As a doctor, I need to process medical information so I can enhance safety",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague and could mean various actions (e.g., analyze, store, share). The scope of 'medical information' is undefined, and 'enhance safety' lacks clear criteria or boundaries.",deepseek-chat
US-C4-7362,"As a customer, I want to update configuration so that I can reduce costs with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'update configuration' is vague without specifying what configuration or how. The acceptance criteria 'detailed specifications and comprehensive requirements' are unclear and do not define completion scope.,deepseek-chat
US-C6-11050,"As a nurse, I would like to process medical information to enhance safety with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and undefined; 'detailed specifications and comprehensive requirements' lacks clear scope and acceptance criteria.,deepseek-chat
US-C8-12757,"As a operator, I want to process data in order to meet production targets",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'process' is vague, the scope of 'data' and 'production targets' is undefined, and the actor 'operator' lacks role specification.",deepseek-chat
US-C1-930,"As a bank customer, I need to process application so that I have better track spending",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and undefined; the scope of 'better track spending' lacks clear criteria or boundaries.,deepseek-chat
US-C2-3113,"As a nurse, I want to process medical information in order to enhance safety with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and lacks specific actions; 'detailed specifications and comprehensive requirements' are unclear in scope and completeness criteria.,deepseek-chat
US-C1-1766,"As a investor, I want to access system so that I can improve security",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The verb 'improve security' is vague, the scope of 'access system' is unclear, and the actor 'investor' lacks role specification.",deepseek-chat
US-C4-8529,"As a network admin, I want to handle network issues so that I can optimize performance",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; 'network issues' and 'optimize performance' are too broad without clear scope or success criteria.,deepseek-chat
US-C3-4260,"As a store owner, I want to manage products in order to find desired items",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'manage' is vague and lacks specific actions; the scope of product management (e.g., adding, editing, deleting) is unclear.",deepseek-chat
US-C1-2058,"As a customer, I need to process application so that I can save time",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'process' is vague and lacks specific meaning; the scope of what constitutes a complete process is undefined.,deepseek-chat
US-C4-8788,"As a network admin, I would like to access tools to avoid overage charges with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","Vague terms like 'tools', 'avoid overage charges', and 'detailed specifications' lack clarity; scope of requirements is undefined.",deepseek-chat
US-C6-11266,"As a medical staff, I want to handle patient care in order to reduce errors",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","The verb 'handle' is vague, 'medical staff' is too generic, and the scope of 'patient care' is undefined.",deepseek-chat
US-C2-3496,"As a doctor, I want to update system so that I have better enhance safety with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","Vague verbs like 'update system' and 'better enhance safety' lack clarity; 'detailed specifications and comprehensive requirements' are undefined, making scope unclear.",deepseek-chat
US-C2-2955,"As a nurse, I need to access records so that I can enhance safety with detailed specifications and comprehensive requirements",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The phrase 'enhance safety' is vague and lacks specific meaning. The terms 'detailed specifications' and 'comprehensive requirements' are unclear in scope and do not define what constitutes completeness.,deepseek-chat
US-C2-3321,"As a medical staff, I need to handle patient care so that I can improve patient care",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity', 'ScopeAmbiguity']","The verb 'handle' is vague, 'medical staff' is too generic, and the scope of 'patient care' is undefined.",deepseek-chat
US-C2-3274,"As a healthcare provider, I want to handle patient care in order to save time",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",Verb 'handle' is vague and lacks specific actions; scope of 'patient care' is undefined with no clear boundaries or completion criteria.,deepseek-chat
US-C2-2494,"As a patient, I want to process medical information in order to ensure compliance",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'process' is vague and could mean various actions (e.g., view, update, submit). The scope of 'medical information' and 'compliance' is unclear, lacking specific boundaries or criteria.",deepseek-chat
US-C2-2890,"As a patient, I need to update system so I can ensure compliance",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'update system' is vague and lacks specific actions; 'ensure compliance' is unclear in scope and criteria.,deepseek-chat
US-C2-3587,"As a caregiver, I want to handle patient care so that I can improve patient care",ScopeAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and lacks specific actions; the goal 'improve patient care' is too broad with no clear success criteria.,deepseek-chat
US-C4-7330,"As a network admin, I want to access tools so I can maintain connectivity",ScopeAmbiguity,True,['ScopeAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The term 'tools' is vague (SemanticAmbiguity), and 'maintain connectivity' lacks clear scope or success criteria (ScopeAmbiguity).",deepseek-chat
US-C2-3196,"As a user, I would like to update patient info to reduce errors with detailed specifications and comprehensive requirements",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The phrase 'update patient info' is vague about what specific data or actions are involved (SemanticAmbiguity). 'Detailed specifications and comprehensive requirements' lacks clear boundaries or acceptance criteria (ScopeAmbiguity).,deepseek-chat
US-C4-8184,"As a user, I need to pay bill so I can avoid overage charges",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The verb 'pay bill' is vague (which bill? how?), and scope is unclear (one-time or recurring payment? full or partial amount?).",deepseek-chat
